"","parutionJO","titre","annee","intitule","statutEnquete","numeroVISA","nouvelleEdition","initiative","contenuQuestionnaire","uniteStatistique","typeEnquete","champGeographique","extensionsGeographiques","periodicite","tailleEchantillon","serviceProducteurPrincipal","servicesProducteurs","dateCommissionAC","dateDebutAC","dateFinAC","commissionLabel","documentLabel","dateCommissionAO","dateDebutAO","dateFinAO","commissionCNIS"
"116",NA,"Enquête 26 sur les effectifs (agrégés) d’étudiants et leur diplomation auprès d’établissements d’enseignement supérieur (2021A092RE)",2021,"Enquête 26 sur les effectifs (agrégés) d’étudiants et leur diplomation auprès d’établissements d’enseignement supérieur","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2021A092RE","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Établissement ",NA,"France entière","Sans objet","Annuelle","320","SSM Enseignement supérieur et recherche - Sous-direction des systèmes d'information et des études statistiques (Sies)","SSM Enseignement supérieur et recherche - Sous-direction des systèmes d'information et des études statistiques (Sies)","2021-09-22","2021-09-01","2025-07-01","Ménages","https://www.cnis.fr/wp-content/uploads/2022/03/AC_2021_Sies_-sise_26.pdf","2020-03-12","2020-09-01","2025-07-31","services-publics-et-services-aux-publics"
"117","2021-11-03","Enquête 26 sur les effectifs (agrégés) d’étudiants et leur diplomation auprès d’établissements d’enseignement supérieur (2022A076RE)",2022,"Enquête 26 sur les effectifs (agrégés) d’étudiants et leur diplomation auprès d’établissements d’enseignement supérieur","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2022A076RE","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Établissement ",NA,"France entière","Sans objet","Annuelle","320","SSM Enseignement supérieur et recherche - Sous-direction des systèmes d'information et des études statistiques (Sies)","SSM Enseignement supérieur et recherche - Sous-direction des systèmes d'information et des études statistiques (Sies)","2021-09-22","2021-09-01","2025-07-01","Ménages","https://www.cnis.fr/wp-content/uploads/2022/03/AC_2021_Sies_-sise_26.pdf","2020-03-12","2020-09-01","2025-07-31","services-publics-et-services-aux-publics"
"118",NA,"26 sur les effectifs (agrégés) d’étudiants et leur diplomation auprès d’établissements d’enseignement supérieur (Enquête) (2023A085RE)",2023,"Enquête 26 sur les effectifs (agrégés) d’étudiants et leur diplomation auprès d’établissements d’enseignement supérieur","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2023A085RE","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Établissement ",NA,"France entière","Sans objet","Annuelle","320","SSM Enseignement supérieur et recherche - Sous-direction des systèmes d'information et des études statistiques (Sies)","SSM Enseignement supérieur et recherche - Sous-direction des systèmes d'information et des études statistiques (Sies)","2021-09-22","2021-09-01","2025-07-01","Ménages","https://www.cnis.fr/wp-content/uploads/2022/03/AC_2021_Sies_-sise_26.pdf","2020-03-12","2020-09-01","2025-07-31","services-publics-et-services-aux-publics"
"119",NA,"Enquête ABENA",NA,"Enquête ABENA",NA,NA,NA,"Enquête d'initiative nationale ou régionale","Entièrement défini par un règlement européen ","Individu ou ménage ",NA,NA,NA,"Ponctuelle ou pluri-annuelle",NA,"Santé publique France","Observatoire régional de santé (ORS)|Santé publique France",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,"Achats des entreprises (Enquête) (2018X077EC)",2018,"Enquête Achats des entreprises","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2018X077EC","Nouvelle","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen",NA,"Nouvelle","France entière (y compris DOM).",NA,"Ponctuelle ou pluri-annuelle","20000","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2018-05-29","2018-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2018/07/AC_2018_Dse_achats_entreprises.pdf","2017-09-29","2018-01-01","2018-12-31","entreprises-et-strategies-de-marche"
"121",NA,"Enquête Annuelle auprès des Caisses de Retraites (EACR) (2021A078SA)",2021,"Enquête Annuelle auprès des Caisses de Retraites (EACR)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2021A078SA","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Établissement ","Répétitive","France entière (métropole + DROM). Les bénéficiaires résidant à l'étranger d'un droit versé par un régime français sont également inclus.",NA,"Annuelle","14","SSM Santé et solidarités - Direction de la recherche, des études, de l'évaluation et des statistiques (Drees)","SSM Santé et solidarités - Direction de la recherche, des études, de l'évaluation et des statistiques (Drees)","2021-04-14","2021-01-01","2025-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2021/04/AC_2021_Drees_EACR.pdf","2020-10-08","2021-01-01","2025-12-31","services-publics-et-services-aux-publics"
"122","2020-02-22","Réseaux de Chaleur et de Froid (EARCF) (Enquête Annuelle sur les) (2020A068EQ)",2020,"Enquête Annuelle sur les Réseaux de Chaleur et de Froid (EARCF)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2020A068EQ","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Établissement ","Répétitive","France métropolitaine et Monaco","Sans objet","Annuelle","820","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","2019-12-04","2020-01-01","2024-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2020/04/AC_2020_Sdes_EARCF.pdf","2019-04-03","2020-01-01","2024-12-31","commission-developpement-durable"
"123","2020-02-22","Réseaux de Chaleur et de Froid (EARCF) (Enquête Annuelle sur les) (2021A043EQ)",2021,"Enquête Annuelle sur les Réseaux de Chaleur et de Froid (EARCF)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2021A043EQ","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Établissement ","Répétitive","France métropolitaine et Monaco","Sans objet","Annuelle","820","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","2019-12-04","2020-01-01","2024-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2020/04/AC_2020_Sdes_EARCF.pdf","2019-04-03","2020-01-01","2024-12-31","commission-developpement-durable"
"124","2021-11-13","Réseaux de Chaleur et de Froid (EARCF) (Enquête Annuelle sur les) (2022A051EQ)",2022,"Enquête Annuelle sur les Réseaux de Chaleur et de Froid (EARCF)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2022A051EQ","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Établissement ","Répétitive","France métropolitaine et Monaco","Sans objet","Annuelle","820","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","2019-12-04","2020-01-01","2024-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2020/04/AC_2020_Sdes_EARCF.pdf","2019-04-03","2020-01-01","2024-12-31","commission-developpement-durable"
"125",NA,"Réseaux de Chaleur et de Froid (EARCF) (Enquête Annuelle sur les) (2023A053EQ)",2023,"Enquête Annuelle sur les Réseaux de Chaleur et de Froid (EARCF)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2023A053EQ","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Établissement ","Répétitive","France métropolitaine et Monaco","Sans objet","Annuelle","820","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","2019-12-04","2020-01-01","2024-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2020/04/AC_2020_Sdes_EARCF.pdf","2019-04-03","2020-01-01","2024-12-31","commission-developpement-durable"
"126","2023-11-15","Réseaux de Chaleur et de Froid (EARCF) (Enquête Annuelle sur les) (2024A048EQ)",2024,"Enquête Annuelle sur les Réseaux de Chaleur et de Froid (EARCF)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2024A048EQ","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Établissement ","Répétitive","France métropolitaine et Monaco","Sans objet","Annuelle","820","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","2019-12-04","2020-01-01","2024-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2020/04/AC_2020_Sdes_EARCF.pdf","2019-04-03","2020-01-01","2024-12-31","commission-developpement-durable"
"127",NA,"Enquête Annuelle sur les Réseaux de Chaleur et de Froid (EARCF)",NA,"Enquête Annuelle sur les Réseaux de Chaleur et de Froid (EARCF)",NA,NA,NA,"Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Établissement ",NA,"L’enquête couvre la France métropolitaine et Monaco. Il n’y a pour l’instant pas de réseau de chaleur ou de froid recensé dans les DOM","<p>Sans objet.</p>","Annuelle","Environ 1000 enquêtés.","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",NA,"Avion-Train-Route (ATR) – fréquentation touristique en Île-de-France (Enquête) (En cours de labellisation)",NA,"Enquête Avion-Train-Route (ATR) – fréquentation touristique en Île-de-France",NA,NA,NA,"Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Individu ou ménage ",NA,"Région Île-de-France","Aucune extension du champ géographique de l’enquête n’est prévue à ce jour.","Annuelle","Entre 23 000 et 29 000 questionnaires collectés chaque année.  ","Choose Paris Region","Choose Paris Region",NA,NA,NA,NA,NA,"2023-11-23","2024-01-01","2025-12-31",NA
"129","2012-10-12","Cheptel caprin au 1er novembre (Enquête) (2013A012AG)",2013,"Enquête Cheptel caprin au 1er novembre","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2013A012AG","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","Les enquêtes "" cheptel "" couvrent la France métropolitaine et les DOM.",NA,"Annuelle","2100","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2012-06-07","2013-01-01","2017-12-31","Agriculture","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2012_ssp_cheptel_caprins.pdf",NA,NA,NA,"entreprises-et-strategies-de-marche"
"130","2013-10-16","Cheptel caprin au 1er novembre (Enquête) (2014A061AG)",2014,"Enquête Cheptel caprin au 1er novembre","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2014A061AG","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","Les enquêtes "" cheptel "" couvrent la France métropolitaine et les DOM.",NA,"Annuelle","2100","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","SSM Agriculture et alimentation - Service de la statistique et de la prospective (SSP)","2012-06-07","2013-01-01","2017-12-31","Agriculture","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2012_ssp_cheptel_caprins.pdf","2011-11-21","2013-01-01","2017-12-31","entreprises-et-strategies-de-marche"
